Ft_1,Ft_2,Ft_3,Ft_4,Ft_5,Ft_6,Ft_7,Ft_8,Ft_9,Ft_10,y
2.770929288106776,-1.1776776398897382,0.0017780658257008364,1.4213013096047833,-4.141068887923808,0.0017780658257008364,0.31497971542630177,0.2449159947269881,2.110045115483407,0.0017780658257008364,0
-1.9627524234861462,-1.4744271388291312,-0.7388607168521077,0.5612021845788544,-0.29955627196337253,-0.7388607168521077,2.303808928877318,-1.276647575118225,-1.4390525690820934,-0.7388607168521077,1
-3.69498528135158,-0.5726550914172437,-2.441134968449722,0.985736276992324,0.18716282610641244,-2.441134968449722,4.291005898208032,1.0929338636456878,-1.1813993704579402,-2.441134968449722,1
2.86753499292813,3.11814420500285,0.3134626132505539,-0.6811744322344605,0.18839299495530737,0.3134626132505539,-4.167672614789525,3.5713539816678534,0.0952244485274385,0.3134626132505539,0
0.3899218227278751,3.4701317057073666,-2.0638362437831024,-0.2555468119091413,1.1612006118661449,-2.0638362437831024,0.050794175750663105,1.862306143332939,-0.5323558903929209,-2.0638362437831024,0
-0.7410820708372978,-3.79081822212649,1.2866109789288034,2.482133087888717,2.6021093193638114,1.2866109789288034,2.8758845727365823,-3.320818094781692,1.5406369273724771,1.2866109789288034,1
-1.570600373244769,-3.1961118033119047,-0.41722691606715945,2.1219479956593825,-1.1462222373604734,-0.41722691606715945,3.38639812009046,-0.5689469876597393,0.22428842686828143,-0.41722691606715945,1
2.3574265192929778,-4.350497232512854,4.310329411957922,1.0815840274363597,-1.6793648386669977,4.310329411957922,-3.9904200193686097,0.3792779472180806,0.6293349644001158,4.310329411957922,0
-0.47072510744834806,-3.9270709608492536,-0.2855840365632286,3.61871633105594,-2.221799405437974,-0.2855840365632286,1.9949167632031395,1.431553617182439,-1.83506786797442,-0.2855840365632286,0
-1.8262800899777292,-1.5056829793523154,0.33546007146834067,-0.6610563485676404,0.02293729586984017,0.33546007146834067,1.1481882488881627,-2.613901569253944,-1.1072959767258088,0.33546007146834067,1
-1.4348164529003413,-1.556481644074747,2.447949950098801,-1.4396754587702953,0.3971567097556674,2.447949950098801,-3.1152415816768984,1.3118979395118058,-1.5718275407164084,2.447949950098801,0
-1.4318334290910344,-4.259335307753181,-0.9052653888550064,3.6153412605425665,-2.737747534809234,-0.9052653888550064,3.826134218423506,1.0691152574331484,-0.7830478823379936,-0.9052653888550064,0
0.3574595031280352,1.276450286407613,-2.2320155952245004,1.3006476177275457,0.9009029096385892,-2.2320155952245004,2.326119783927799,-1.624160157861604,-1.3742915591302667,-2.2320155952245004,1
0.11795833763824692,-1.4918147897660827,-0.0076145762810496675,0.28602798409732544,-3.0037166448703276,-0.0076145762810496675,0.14867304854428018,-0.40620915051348006,-1.194257323420386,-0.0076145762810496675,1
