Ft_1,Ft_2,Ft_3,Ft_4,Ft_5,Ft_6,Ft_7,Ft_8,Ft_9,Ft_10,y
-0.1576267171009912,-0.9209201209183199,-1.0184002599708086,-0.5900076549876884,-1.2551629532060118,-0.3928447354357067,1.8034012099219061,0.89001843916762,-0.1964105630328654,-0.023245532818241297,-107.80538790239908
-0.34839507542331677,0.8016714924575683,-0.40226507529163447,-0.40561671575915004,-1.0774074095811166,0.42659717803361286,0.6487745511005317,0.9077931466371557,0.5789616418582889,-1.4773945054288489,-136.84467773315242
1.085261526842468,0.04535885844640633,-0.967617816377135,0.07262214574948553,-0.06762523088690288,-2.4895930304675438,0.8418316909997525,0.38913156535403925,0.7014368347289798,-0.6919075196574556,-177.47918482478593
1.5113748558731919,-0.5471986673951776,1.5935854167672068,0.4213841522148553,-0.33483146659052176,-0.08326008961787962,0.11576098560128449,-0.31184050638899324,1.15614629608303,-0.1435092039446614,-40.25852313895811
0.2573290592848887,-0.1745804184370314,0.19338923599602123,-0.3656836390787017,-0.06880038433014747,0.7376806705838254,-0.023763056906080406,-1.8169014678076818,1.6075563336055694,0.5887487390732478,71.7707469848568
-1.203758924662426,-2.477426016754622,1.483650901268118,-1.04993090427613,-0.6598780061246909,0.3050561269237078,-1.5222077941412624,-0.04126624039381742,-0.13867187734231756,-0.29123607958340614,-70.86152854668822
-1.0441351517288329,1.0304130511842202,0.6128718040038481,-0.09995275831776462,0.24124778492981389,-1.0544499959916158,-0.7507887698872698,0.9971963599185732,-0.6465100816837147,1.0576498984434841,44.538852230240366
2.4773049500047746,-0.7926819338570118,0.6665538380103847,1.0889987168825055,1.2273119658903913,0.4019595907535644,0.3648024630937687,0.33908722892597976,1.6736769977396875,1.86670203165612,214.83503839923424
0.6838985185001285,0.5174033437795487,2.2250342956338054,1.8509620533989428,0.31525502685424023,1.363931830037033,-0.8090641742186163,-1.3381005404020685,-2.0554912740647873,-1.2777796158250216,6.361508967786804
-0.166826381291312,-0.8959699142574477,-1.5266310744293248,-0.7911819284978405,-0.32017623519625915,0.8749598832880489,0.7505673991754391,-0.22688815095026327,-0.2177748774421968,1.1176191639410331,92.04633959641205
-1.421998375537485,0.9655681092415069,0.4647621468686617,-0.8503555893546643,-0.0731749911082801,0.6905295648345754,0.14902926683835999,-1.479850264965532,-0.6419752949274266,-0.2714201811910952,22.186953601279114
-1.0653300656647264,-0.9389966449097632,0.1268641002743213,-1.1677002660322249,2.152832413510836,1.7347594494209038,0.5783028030089046,-1.0232621559758004,0.0054544426096093945,0.4088722425063347,237.4870266256188
-0.35345138126740094,-0.6361489206318122,1.187768839111309,-0.300925345344821,1.2147873513168235,1.0331926229757502,-1.973431351092288,-0.0241432141322145,-0.6814295313063446,-0.2830851547877902,100.42760943872544
